timestep,volt,rotate,pressure,vibration,label
36,218.4051425,464.521112,144.5999261,60.3640516,1
37,205.8475992,484.9078971,172.2868209,65.04118546,1
38,222.8435835,606.235863,153.1748458,56.23554089,1
39,202.0737514,590.5730332,146.9455908,54.62879476,1
40,213.8294994,648.9989878,163.3796541,61.71333213,1
41,251.5378951,505.6583332,155.0064085,68.92295168,1
42,205.2047234,586.3972056,158.7107606,63.99277162,1
43,199.7390302,536.4332245,152.9432429,59.08579106,1
44,216.0366882,643.6628654,135.0492602,45.67880516,1
45,209.9022318,564.4331174,167.0305216,65.18649762,1
46,195.2792479,658.5683443,140.4249616,63.46826117,1
47,199.5342801,551.1933281,146.7578186,55.89107247,1
48,240.5104749,590.9225544,155.6330455,70.92902398,1
49,236.2133749,562.7027062,121.4608016,78.77178299,1
50,171.9235129,427.2482736,100.4377735,42.0669696,0
51,160.4738262,428.8368348,101.2942253,40.12994317,0
52,186.3353699,495.785809,88.1759674,53.59825905,0
53,171.8524607,469.1703459,99.48314384,36.86427041,0
54,167.0253486,521.8998196,98.02875228,32.66469733,0
55,182.4536853,506.6122253,86.28189365,30.00117574,0
56,181.2290033,410.2340453,102.0422679,42.56975141,0
57,171.3350106,445.7008147,112.6329839,38.11739488,0
58,180.897379,441.1372287,82.5846145,39.37959812,0
59,169.7938307,442.6777223,90.50258166,44.72986311,0
60,162.9059479,410.6210173,91.78030484,43.2929503,0
61,194.8316633,583.6517262,114.891253,47.46857477,0
62,141.2741205,518.947547,99.39528608,28.2036726,0
63,170.5981779,510.1760034,86.9297948,40.3251185,0
64,161.7004985,494.862315,98.29687967,44.1974053,0
65,162.9175506,436.7781019,114.2278366,44.94817554,0
66,170.3389714,537.1864452,100.9866023,34.63121473,0
67,155.3887958,447.4285642,97.55418057,35.30426003,0
68,179.5812403,556.8673307,101.0364352,43.21716154,0
69,156.9219709,432.0087409,124.2292373,34.76759114,0
70,189.3720248,513.8240021,86.35351262,36.23470728,0
71,162.1447995,511.8871352,82.89240942,39.4700306,0
72,187.6553863,530.9688915,108.6145905,34.80753209,0
73,174.5881453,404.3923278,87.0306992,42.51396992,0
74,129.5205413,389.5007401,108.5984507,38.00987651,0
75,192.3258702,446.2182263,98.91190889,35.99852314,0
76,193.5522441,443.1048746,85.82202321,44.84773489,0
77,163.7158941,494.2933778,106.0926012,43.81562395,0
78,188.0291228,424.1514011,109.4844175,41.04330492,0
79,180.0024864,579.1662627,90.7670132,45.10532733,0
80,182.9938985,428.3511236,94.82785503,30.73898101,0
81,145.920334,412.7464345,102.3555374,39.22659211,0
82,148.2366133,371.8274323,103.671505,41.77542992,0
83,149.5701851,432.7487328,87.46069427,40.59270116,0
84,184.714667,438.7481101,104.0117159,32.33978005,0
85,176.7658302,442.9340515,96.11062354,35.96571443,0
86,196.5956173,528.0574437,115.2769385,36.82268408,0
87,152.0763994,476.5382898,90.85579522,48.92356295,0
88,154.5414695,328.9108739,88.5369442,43.59242175,0
89,179.4367258,464.6802995,88.54905532,36.10854462,0
90,152.4301428,406.6680102,103.760355,40.19574189,0
91,167.1729167,440.6121462,115.6248602,38.64650791,0
92,167.4202323,485.0888521,100.0980239,40.63425421,0
93,183.2148027,395.8407983,115.2976463,50.93748247,0
94,157.5541274,487.1438315,101.2558723,40.73455121,0
95,173.2876173,380.9898792,91.81619889,34.74208062,0
96,182.1167296,377.6816184,102.8004561,41.15309162,0
97,175.2019529,470.1776525,107.5574051,46.97915651,0
98,192.0316024,502.7541721,107.3447049,38.17805149,0
99,170.3130735,490.4828948,89.45157149,33.01280417,0
100,165.7066767,463.155694,113.9790599,42.75485347,0
101,172.8917064,422.7307298,105.3399136,34.50335321,0
102,155.4531715,431.6856869,111.3547424,36.18708794,0
103,176.7326273,411.3491235,79.15392409,39.00712038,0
104,194.4446929,456.4122159,114.364275,35.85267484,0
105,193.2725704,555.0375256,110.8985379,43.51449032,0
106,153.5975469,456.9097832,109.5449636,50.37369195,0
107,157.7582676,480.2708476,109.9576815,37.74665756,0
108,164.5000587,476.0874445,84.84413493,32.94937434,0
109,171.8898616,505.0005491,100.163327,50.27841013,0
110,174.4362598,397.7753733,106.6961524,44.38680699,0
111,143.4748498,433.5569151,101.0334971,38.20529937,0
112,165.2968677,483.3711337,81.47821538,31.32937113,0
113,181.9657638,552.2589941,119.9918947,43.12838213,0
114,184.8596857,488.7416256,92.11473454,45.78603199,0
115,194.5685309,483.9064178,104.6793185,42.61075963,0
116,176.7403492,435.8036822,84.84472115,42.45563576,0
117,158.2129434,412.5001546,94.5857922,37.40295259,0
118,171.5351881,515.6786036,75.07103999,51.93175717,0
119,173.0798187,455.2218926,90.35771329,48.86117263,0
120,178.2023971,395.0484266,91.93103319,38.25920156,0
121,183.9624939,507.381821,116.6308318,36.58801141,0
122,179.4064479,425.678769,101.5703655,44.6641151,0
123,142.5800415,463.6411161,99.29361585,33.12432999,0
124,185.4476233,454.245609,110.5440857,37.30948956,0
125,188.5040935,398.131417,95.70660802,39.40892559,0
126,187.9774734,541.024435,78.20620518,38.91508188,0
127,153.8261133,513.7582929,103.5912481,30.46693408,0
128,161.9090687,451.6317009,108.2449267,39.05543036,0
129,170.5569586,448.7117332,83.45268317,33.5246975,0
130,152.8544242,480.1318544,110.6102599,37.45777843,0
131,148.3641257,427.8652876,91.35396299,32.84649887,0
132,193.4582468,389.8467877,84.38603189,35.75419052,0
133,160.8138057,488.9813984,79.2544197,43.52415423,0
134,178.5477565,524.8648123,110.0420897,45.81548327,0
135,180.0438197,482.9047598,104.4840756,36.37801367,0
136,167.1137674,413.6039764,113.2552025,31.50476214,0
137,169.6097884,470.5889318,92.65441744,47.56176563,0
138,134.3062641,391.0605543,100.798225,43.5633669,0
139,174.6773599,475.6375631,101.0772407,37.65318521,0
140,188.7795618,449.2905947,127.5633768,45.09827047,0
141,167.1954292,424.7316489,94.52256072,42.89567537,0
142,173.5107695,439.2888469,104.7278886,39.95956118,0
143,156.0654508,394.7734604,106.8047297,36.40522379,0
144,186.4593445,441.6958207,83.36290335,44.84067867,0
145,179.3482812,517.7054755,106.1623831,47.98187573,0
146,156.4178609,413.6904704,104.3481116,46.95981235,0
147,172.3466473,569.2517504,96.36688712,40.96705048,0
148,163.0413252,387.2624844,101.8619572,37.78866973,0
149,186.1764272,478.563584,92.37767704,48.0100655,0
150,156.859821,550.7046423,104.0540404,33.00765762,0
151,169.5119189,454.1732859,105.5693948,48.14958162,0
152,179.2400228,528.0943029,111.1285042,31.80590385,0
153,179.8706103,424.9568443,104.3958129,39.44529491,0
154,160.3971867,473.3413152,107.4402065,44.37473536,0
155,193.4203055,492.662735,104.7843513,34.10484021,0
156,189.6713382,475.6893471,87.33487444,44.88257959,0
157,196.2393927,348.2710321,104.8319326,41.8606215,0
158,149.1975695,459.8791384,101.0415444,39.73690046,0
159,166.6811137,474.2000942,91.70899321,37.83699411,0
160,164.980536,385.1876906,95.52527145,40.86378456,0
161,153.6097989,491.9850108,102.7076105,41.40849826,0
162,144.8149642,432.9996029,104.8469549,39.20638219,0
163,166.3062584,411.7184647,104.9247449,39.23262613,0
164,155.3198186,342.2850046,91.02398106,36.21175724,0
165,154.4265891,296.8648979,100.3696917,38.87477404,0
166,170.8133325,287.0318804,109.3658173,46.78843902,0
167,156.4793233,405.385754,87.82941225,39.6723808,0
168,146.631236,339.3568822,106.88966,37.54468761,0
169,169.0507966,356.8735314,91.54648096,45.73549769,0
170,163.7836493,301.2305104,103.3916701,36.58406581,0
171,187.7289529,358.9019297,84.4514905,42.83000614,0
172,157.9511767,333.8049245,112.173354,34.6874972,0
173,162.5366323,394.5103799,104.3529106,40.72046972,0
174,182.4147911,397.9876138,114.8865416,40.52158915,0
175,149.106018,322.6753748,98.54453527,40.94145478,0
176,186.8178004,367.4226589,100.8801252,40.77384715,0
177,178.2933502,346.8201569,98.11970227,39.778261,0
178,168.1509103,387.7051426,85.88479732,43.25680254,0
179,186.662865,349.6594199,87.58025472,43.70761847,0
180,184.4386001,325.4128,112.1991348,42.29321826,0
181,171.2553359,347.7851448,110.0329787,41.97864185,0
182,177.1232435,356.8032579,109.5452118,38.26783725,0
183,167.2576491,398.0732396,102.3651742,44.5423467,0
184,153.0892413,311.5614992,91.17185214,45.12745131,0
185,153.481261,260.0979208,98.73319363,41.03652621,0
186,181.7148545,354.7707402,87.66900137,39.06106475,0
187,186.3271206,334.5228414,88.80987272,36.61446065,0
188,182.8620838,327.5504488,111.151846,41.70122614,0
189,153.531295,461.1697334,115.6753038,33.62955951,0
190,168.7642035,335.3398236,86.6252784,44.70908986,0
191,162.8825321,320.7436825,94.00074781,43.5022362,0
192,173.9002953,400.9097994,94.52400401,38.25559883,0
193,154.1178662,376.2556095,92.0879726,37.69199823,0
194,184.3387037,389.6429725,96.97387089,41.5937969,0
195,189.9951313,354.619374,90.47053867,37.14649698,0
196,176.4812658,319.8116795,96.63341305,41.39631897,0
197,153.9124546,372.6428708,80.23772171,33.22161738,0
198,181.3172941,326.6462126,90.78110825,47.74487468,0
199,163.7564146,366.0427452,109.7349311,47.39624713,0
200,190.7025283,366.4631414,95.79507428,46.61092315,0
201,167.6426816,377.8449982,94.04101629,50.48571081,0
202,145.315227,448.5214951,79.32179909,37.05478988,0
203,176.3108348,442.5028257,111.2933225,32.20298951,0
204,177.4531673,288.8695503,92.06668849,38.34063536,0
205,174.8786747,374.4756966,102.8119243,36.09015731,0
206,152.2897477,486.9443225,89.8209511,36.65579685,0
207,130.342593,395.9067595,101.2933674,34.26170088,0
208,157.9856984,344.0332177,98.81527564,43.0636351,0
209,160.6774448,398.8291355,104.7276294,32.83075092,0
210,178.9498568,411.1540626,111.5365712,45.84134878,0
211,158.864732,544.9509724,98.77105329,37.87394372,0
212,142.4994465,405.8390157,111.3895155,45.88897679,0
213,163.5397753,461.4607708,102.1960458,29.01500927,0
214,177.2852367,497.1742346,100.455393,36.41674686,0
215,172.2734805,562.6414021,85.3889234,42.40679345,0
216,189.0468224,473.8481911,95.98758428,36.23322911,0
217,180.5868256,450.0252088,88.97458153,39.49522993,0
218,184.1327873,505.4043236,104.0813751,39.08451089,0
219,167.5839067,401.6597523,100.4101814,39.5441179,0
220,172.7323168,410.6124374,111.8490848,42.69220059,0
221,188.8507785,413.5799902,120.4008647,39.14182807,0
222,176.2740369,407.5829812,106.0743895,33.36836777,0
223,187.8381945,469.391342,97.51600654,42.43789374,0
224,177.679947,432.7970242,103.4779559,42.02680185,0
225,145.9218935,504.5379818,109.718021,33.73072501,0
226,169.3289786,503.2224558,103.0702974,45.53024881,0
227,150.7788953,500.0455454,114.6174265,40.39656872,0
228,179.5842821,467.5353901,116.7240785,47.93806461,0
229,148.0882576,387.2254143,104.844199,31.17868604,0
230,156.7873922,472.7292143,97.0278703,45.73600877,0
231,174.2801291,414.3092758,116.4769916,41.35159436,0
232,179.4595318,453.3665329,102.2283705,43.23991361,0
233,158.8291395,412.8623794,106.6174459,38.96519234,0
234,159.2970544,455.099035,117.693292,36.59477694,0
235,159.7694087,465.5583534,112.8120508,36.70745642,0
236,166.5944672,340.8845067,105.1239941,41.0408972,0
237,176.6994578,397.2249484,80.76169951,40.14369121,0
238,169.9570607,470.3780743,91.97039895,33.89597526,0
239,167.1830025,362.2661836,90.2064255,44.12286589,0
240,163.0167764,435.5225641,86.47498027,49.77896092,0
241,180.0233655,408.538014,103.7736298,38.11742313,0
242,181.7215066,441.5188225,85.26960605,36.32529531,0
243,187.6838168,468.6040335,77.05509022,44.35718735,0
244,152.6970937,349.9691988,94.69666243,30.96633511,0
245,169.77081,429.6764553,116.2990178,40.45373285,0
246,164.3280664,428.0234011,91.1826752,41.33101078,0
247,160.2190123,419.3754699,99.86545364,44.11128415,0
248,160.0592633,319.564497,103.5114722,41.27673874,0
249,166.7430419,581.6392075,103.9329942,45.33882539,0
250,186.038229,452.2835767,84.23068439,37.00611129,0
251,169.8744434,407.1010148,105.7829917,47.95425652,0
252,193.421688,373.7232857,105.6456624,40.21485739,0
253,150.6560303,427.6430589,98.98080817,40.38733179,0
254,143.5259137,378.3157258,96.58809969,44.27591846,0
255,191.3086592,453.8349785,104.599682,36.90526265,0
256,182.8579195,426.329298,84.63793523,38.77865384,0
257,157.7001968,524.8429741,87.99946975,45.94254546,0
258,176.547299,416.0648281,104.8008323,45.99289423,0
259,165.9890983,356.5118349,106.4670661,48.26363471,0
260,148.7948311,397.7071314,98.75922297,40.39629869,0
261,171.9877417,384.7138677,110.7848575,35.43066836,0
262,199.6553519,508.1000743,96.87217156,45.07271671,0
263,174.957026,439.262382,107.0144908,43.91740409,0
264,162.1253004,443.6478465,98.90788237,37.71897507,0
265,163.1228917,459.4443679,100.1435201,40.37565666,0
266,169.1228156,363.7578824,90.50411578,43.22041387,0
267,178.0002975,505.4568188,104.0360673,47.75643361,0
268,168.5852244,389.4064768,103.5773522,40.85985914,0
269,136.5497721,550.2859723,85.01648405,34.62101927,0
270,125.602893,314.7835693,94.07414043,39.82619956,0
271,173.006456,473.0158551,100.0608497,41.86725429,0
272,157.8501404,352.5940944,85.22581346,38.40748695,0
273,154.8644274,482.6516159,86.10713223,43.38841958,0
274,166.4641241,388.5889563,88.34508738,42.91877639,0
275,177.2481044,406.4262123,97.72803425,37.29525759,0
276,206.0506029,444.7061188,96.22644338,47.96006559,0
277,160.3005019,446.5374287,98.65755957,41.20635533,0
278,196.6685717,461.3086009,97.0964511,37.00807322,0
279,176.9405275,378.0603978,109.3752058,43.83569735,0
280,183.6329262,447.4792124,101.7866136,35.06172415,0
281,175.4121513,535.6261609,108.6321125,39.10327619,0
282,168.9270752,439.9787321,106.7198716,45.86485328,0
283,166.5907285,430.8835841,77.7183861,41.57985721,0
284,183.4439607,517.8272704,112.5761785,36.94495626,0
285,143.7104912,464.8798199,109.5817278,36.59098374,0
286,192.4781995,336.0740508,106.0540239,37.11725497,0
287,170.8790373,476.2693314,90.93372997,30.0222178,0
288,162.5013283,439.2145424,94.06402691,30.40063451,0
289,179.9324953,491.3259619,104.6297709,37.24331875,0
290,174.2272563,454.1270531,94.94782754,43.88112354,0
291,172.6941854,395.5692436,113.2136218,32.66800864,0
292,133.8323489,444.6100024,89.92061233,34.70151646,0
293,174.5275208,520.6961505,95.85189964,39.68690987,0
294,186.3037713,420.18442,99.07561185,33.83432058,0
295,153.4481004,445.4884425,86.74963749,39.02410779,0
296,184.3739904,488.8399842,111.8497043,44.32587517,0
297,174.0869724,556.6799599,88.85239423,32.59182997,0
298,167.4076494,407.8863365,116.518263,42.04426894,0
299,161.4610448,520.6982659,110.2810699,45.96913304,0
300,205.6452986,500.7503357,113.1882385,42.51286158,0
301,164.714595,364.2381804,94.35082326,31.22615461,0
302,163.6845276,503.4533745,94.42296194,39.29934693,0
303,155.1499696,525.8380042,118.5494123,37.64643453,0
304,169.7487458,385.2398409,95.0615327,36.94865182,0
305,185.4286613,460.1332403,124.030322,38.9382144,0
306,173.709713,497.5142811,117.4894083,32.87019015,0
307,151.151756,529.3780162,119.0488808,37.17591164,0
308,139.0895049,339.4218949,120.6207606,44.57416118,0
309,166.2457617,535.3397751,127.9475668,48.63905981,0
310,177.9855737,489.0780993,140.8231513,42.36350662,0
311,185.3227276,366.8535482,115.0325895,37.48428775,0
312,167.5064558,399.3957201,128.8846812,44.52610352,0
313,176.6801991,424.3400292,118.8629783,38.82045406,0
314,184.6243669,394.178865,116.8608913,41.17621546,0
315,176.2198486,492.6214098,115.7592016,38.56927542,0
316,177.4728681,401.9021581,119.3609004,48.98808286,0
317,165.2275341,387.0170676,120.4238461,42.94752837,0
318,153.0518932,555.2976279,124.4660108,33.41759006,0
319,184.0811305,444.5984986,106.373654,33.09478618,0
320,181.0055323,367.8240138,142.5688063,38.68693762,0
321,179.5288981,479.6617993,112.0902026,41.30879451,0
322,161.0756957,444.9309387,132.8251916,30.74775165,0
323,162.2456072,405.977067,131.266904,46.03524231,0
324,164.1008644,489.5320435,101.699381,35.3418834,0
325,174.6857975,428.2380684,118.0520445,41.88533798,0
326,195.1347559,456.6703042,129.1456355,43.37800635,0
327,167.2267167,427.4860016,135.2674582,38.13211878,0
328,137.142717,483.2582256,123.542489,32.42886776,0
329,175.1799248,454.5165505,118.8510092,49.12475125,0
330,179.4062968,384.9182289,136.9075705,45.92806743,0
331,143.2290023,427.4330391,124.578997,39.3615758,0
332,169.3500847,418.0371813,130.0853359,39.76591951,0
333,177.3713466,340.4948198,135.3443563,33.31216952,0
334,172.0197915,412.6017092,148.8935933,39.22232073,0
335,137.3727934,435.3457232,132.0879617,44.05199603,0
336,186.2211835,510.8548114,119.9208516,35.4980297,0
337,169.5158182,510.3310719,123.2096424,39.39167379,0
338,147.117434,430.3773393,120.287294,33.60943116,0
339,169.5714658,511.806001,125.8368393,35.88968285,0
340,167.0012301,460.7282003,114.253187,43.47964854,0
341,143.9476387,398.2087439,144.5957853,44.75893682,0
342,200.0063032,487.3511032,130.7690085,42.11559371,0
343,166.6383348,476.3961288,118.9469299,36.69589568,0
344,186.7192909,396.0936425,139.938671,28.90474911,0
345,155.5454476,510.3095914,119.7648481,44.19900619,0
346,151.693893,501.4717518,124.0819977,40.96399372,0
347,163.4721745,396.0001657,130.0636226,36.65694642,0
348,171.5192264,399.2215539,129.334792,36.01663885,0
349,166.4292544,466.5028689,110.3650909,48.94065155,0
350,140.0995354,422.2492137,125.6547487,39.97834983,0
351,154.7519361,451.5212013,120.7689564,36.13773786,0
352,180.5852429,488.3696493,126.6493852,43.07816469,0
353,160.7330639,479.710499,129.1402929,39.34354697,0
354,162.8911375,414.5848919,97.45190572,36.04104108,0
355,141.7187815,352.5931131,95.42520765,44.72751695,0
356,162.4794352,468.4866412,122.8304562,44.95065341,0
357,149.2996549,486.0819617,91.748468,35.60735484,0
358,185.7164339,396.6210099,106.3312384,40.49351587,0
359,156.3340114,440.1075291,98.21083806,34.09804306,0
360,171.8429549,473.4103415,95.42522136,39.5422981,0
361,166.7376656,476.1596647,99.01834681,44.54964149,0
362,193.5049,443.3725207,107.1913333,61.86297709,0
363,159.6498174,471.4259884,96.50269819,49.72421621,0
364,188.3655535,482.344329,94.71991707,55.93149843,0
365,154.9121034,468.2754327,101.133868,49.07864671,0
366,167.2299224,427.3152978,106.4278638,56.19977233,0
367,176.7429895,425.3870634,101.5695053,49.18432811,0
368,185.6812112,448.3063252,106.7616445,53.92097017,0
369,170.9915508,449.9437033,91.85641978,55.41540189,0
370,141.4363417,464.6546075,80.98124235,47.82954735,0
371,164.9643279,504.8101828,104.84371,58.14680933,0
372,171.5989603,428.7171383,104.185456,52.69210766,0
373,143.9726424,387.2362795,94.98852253,48.26568799,0
374,171.0550543,416.1134412,95.31954051,46.84897838,0
375,197.6794406,422.8181034,98.70605405,52.10541909,0
376,133.4745816,473.2656552,72.35083862,52.49263953,0
377,167.6646139,357.6265451,95.36944079,49.11799588,0
378,205.2319755,483.0931261,107.2952449,50.73288851,0
379,179.3454276,401.6254079,105.9587488,58.08523263,0
380,180.2327161,455.5899563,88.65427986,49.59726407,0
381,153.4004002,429.6572361,91.26475345,56.49699723,0
382,152.8260963,420.1438018,103.6984818,41.82468217,0
383,183.7142133,535.2540616,90.33266895,53.11825522,0
384,186.0444987,521.384203,114.8173466,50.03096229,0
385,179.9197041,458.3552478,85.50920516,57.56180331,0
386,234.4006882,485.2320136,112.6792036,56.65388435,1
387,203.806437,419.6587718,109.150837,63.12367525,1
388,221.1319389,379.6949626,113.2919675,70.05935043,1
389,208.7190131,456.2944865,123.4087967,71.70242158,1
390,238.3830348,338.5310021,127.3074716,73.13586123,1
391,198.1009948,595.1644268,122.3664649,65.9014722,1
392,198.4080428,351.9639457,132.8218838,54.04132479,1
393,195.3905698,487.8587103,129.7342286,60.91224248,1
394,194.3700845,431.0483659,135.1828886,62.57360642,1
395,177.7633421,399.123796,111.7899333,56.68083813,1
396,232.7307979,514.3985118,114.4610573,61.20462201,1
397,213.1378799,470.9758707,126.7817953,73.37435807,1
398,211.4286195,446.19445,128.9242369,55.29873578,1
399,204.4609793,375.1049039,114.9299666,70.05413328,1
400,239.0973003,370.923534,126.3168612,63.51863404,1
401,219.41307,493.6503373,139.2867425,75.70553363,1
402,209.2798869,472.2493044,109.6331159,74.06978248,1
403,255.9156916,402.3225499,113.3268344,77.28757301,1
404,199.35106,547.6503601,122.8351995,77.19098715,1
405,209.4069849,486.8532658,118.1150237,79.62806143,1
406,215.2854573,455.8958971,152.9736138,71.5337102,1
407,196.7364225,473.0863832,123.4897406,75.07991255,1
408,221.8015702,419.1724427,120.7051125,77.53701692,1
409,181.6517416,567.0696755,127.5352058,88.48476976,1
410,152.3598005,411.939261,114.7995965,56.92784767,0
411,167.1706363,290.8041924,99.37727309,54.64943358,0
412,197.3297302,494.8885512,103.7706649,53.35909667,0
413,162.5846799,327.7563345,114.857934,51.04736493,0
414,151.0013085,245.9021288,108.5005072,50.34896633,0
415,173.5426395,365.5574677,103.0491697,50.58290289,0
416,154.8440947,444.2246342,94.18757255,44.24592088,0
417,168.9278935,399.7535268,94.50147069,53.81472959,0
418,207.5718391,307.5496461,92.45885112,56.95995474,0
419,172.9121805,372.0580828,98.47393307,52.24895981,0
420,152.2260928,339.2101715,106.0320349,54.89306364,0
421,162.4408028,362.415867,106.4471707,56.09564505,0
422,199.4560022,420.9024451,104.149923,53.80445582,0
423,154.696567,396.0658594,92.3603976,52.37578801,0
424,194.3660071,394.1791002,97.94630262,55.90561402,0
425,187.8262033,309.5352385,78.33602744,44.26125564,0
426,197.531413,409.2602639,92.22450371,49.49877441,0
427,165.5782462,395.8196095,92.05066393,56.79930054,0
428,151.0414224,437.3651418,91.91180457,45.26535709,0
429,168.2743151,365.0321266,100.2528608,51.84938156,0
430,179.6997821,401.2166678,90.96810411,56.35534096,0
431,169.3465035,416.3064633,92.18571883,43.9209005,0
432,155.7450462,382.4205334,101.1850482,45.7536789,0
433,177.1559065,300.8638437,101.5701813,53.03541259,0
434,187.7605865,255.4410238,102.5523962,45.18133887,0
435,177.0064717,280.0860204,106.2084194,55.18103875,0
436,172.6643364,397.940859,105.0913816,50.77657981,0
437,171.7079726,394.0807743,123.6205784,50.96196439,0
438,181.8037129,467.5368121,93.31284052,50.44594975,0
439,192.8566375,439.6418063,114.3903683,52.90659242,0
440,167.8053533,482.0376693,118.9531429,52.55473507,0
441,160.7049021,462.5014158,86.41640022,50.9876365,0
442,182.4104248,534.2593118,101.9414259,35.33005409,0
443,172.8454722,429.8758208,95.09747262,52.8868182,0
444,161.6030409,489.6414901,110.8983647,59.5383148,0
445,185.0997954,432.8927997,111.6683438,51.95891749,0
446,203.4816158,491.99936,99.40118534,47.385458,0
447,141.6420859,438.3547234,101.1650183,50.20118118,0
448,170.0806638,636.364569,93.02117792,53.63368954,0
449,151.1956332,488.4632235,100.1059345,46.63180663,0
450,168.8559822,476.0828152,122.4607817,34.30315033,0
451,164.3057125,471.2531749,98.8280494,40.65199176,0
452,166.7190581,424.9198354,91.10187754,42.44754657,0
453,165.338682,504.2768639,104.7880524,46.04936068,0
454,139.3518655,429.6682897,89.99613563,46.29040962,0
455,157.4150296,425.5473403,112.9848551,38.60291529,0
456,164.8091369,373.2488284,96.29440872,48.24067885,0
457,192.0191057,386.0327359,107.9296348,35.68615439,0
458,174.348169,360.3141665,96.03755425,32.24992853,0
459,173.9176223,402.0727811,115.8850336,43.29544611,0
460,170.5333116,463.6716793,93.78911965,33.377352,0
461,155.4439912,513.76776,93.98874443,44.35372419,0
462,177.1413271,482.9353083,88.83176899,49.79081832,0
463,183.5284084,530.3257807,121.6586654,43.77109832,0
464,155.8279365,558.9085967,94.30679086,46.40683753,0
465,185.5817425,505.0844605,114.2042165,43.09233834,0
466,168.020587,478.9086033,104.2923074,44.73472656,0
467,162.5090824,434.841285,112.2001059,43.76178334,0
468,166.8873554,443.9179229,98.28646053,40.82500101,0
469,178.3503505,475.6576354,106.6648228,39.0456287,0
470,177.9227981,538.2578102,99.14547443,40.78281469,0
471,161.3059839,492.6385942,93.31107463,38.51617029,0
472,189.5558274,454.3513225,93.72409415,40.41095882,0
473,161.5356467,426.5638184,111.1579166,41.7037482,0
474,167.1701694,445.7394932,116.4879052,41.89902634,0
475,170.3835935,418.0546017,100.86173,35.35441815,0
476,162.1638374,396.0407168,107.7657118,44.24634379,0
477,167.1638926,456.1496225,107.9220548,37.01639489,0
478,161.9427537,388.985499,103.0564426,42.65368391,0
479,159.3210006,418.6860665,91.93455331,36.60252889,0
480,183.6935282,417.959941,94.88041017,39.39896191,0
481,178.7596611,399.596815,97.73979862,45.50651872,0
482,177.2126562,555.5743399,98.29274157,44.64839596,0
483,145.5428106,442.8033456,110.0756182,46.00698446,0
484,177.9513903,458.892058,88.66225911,31.90190664,0
485,163.1244582,424.7255878,117.9310894,36.28846633,0
486,181.8659829,475.0494187,83.28185962,42.75688996,0
487,162.7585044,434.6413175,95.27497368,39.05940473,0
488,173.374883,544.2511051,90.92000759,44.29805157,0
489,171.8279611,504.3518629,103.4940842,40.24083726,0
490,160.2930003,437.7349349,108.8875235,44.62732573,0
491,163.1963788,454.6319762,115.9574123,38.2508064,0
492,159.2359528,481.3889776,101.9432459,39.70125678,0
493,166.5828029,523.1229159,110.8199366,38.54835686,0
494,164.3304337,427.1787199,90.36037509,42.13298728,0
495,167.809313,413.1729912,88.17406944,39.76612048,0
496,183.0339942,443.9069603,116.0042859,42.23806225,0
497,136.7897356,400.2365468,102.7624908,39.6018355,0
498,164.3542646,442.4862499,89.55021268,36.11709624,0
499,193.2480502,484.7397867,99.72933865,43.83424286,0
500,168.0652312,393.2166744,88.41997777,37.12755158,0
501,187.7540736,444.0257842,106.7141971,43.11378916,0
502,193.2157839,424.6536258,96.80898306,37.4130226,0
